Sample in Buffer,Sample in Window,TRIGGER,i_system_wrapper/system_i/util_fmcjesdadc1_xcvr_rx_out_clk_0,i_system_wrapper/system_i/axi_ad9250_cpack_packed_fifo_wr_data[63:0],i_system_wrapper/system_i/axi_ad9250_cpack_packed_fifo_wr_en,i_system_wrapper/system_i/axi_ad9250_cpack_packed_fifo_wr_sync,i_system_wrapper/system_i/axi_ad9250_core_adc_clk,i_system_wrapper/system_i/axi_ad9250_core_rx_ready,i_system_wrapper/system_i/axi_ad9250_core_adc_valid_a,i_system_wrapper/system_i/axi_ad9250_dma_irq,i_system_wrapper/system_i/sys_concat_intc_dout[15:0],data_a_low[13:0],i_system_wrapper/system_i/axi_ad9250_core_adc_data_a[31:0],data_a_high[13:0],data_b_high[31:0],data_b_low[13:0],i_system_wrapper/system_i/axi_ad9250_core_adc_data_b[31:0],data_b_high'[13:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,SIGNED,HEX,SIGNED,HEX,SIGNED,HEX,SIGNED
966,966,0,0,f0ec0f4cf1690ecc,1,1,0,1,1,1,1000,4027,101a0fbb,4122,f01cf07b,-3973,f01cf07b,-4068
967,967,0,0,f01c101af07b0fbb,1,1,0,1,1,1,1000,4233,10e61089,4326,ef53efaf,-4177,ef53efaf,-4269
968,968,0,0,ef5310e6efaf1089,1,1,0,1,1,1,1000,4430,11b1114e,4529,ee8eeeeb,-4373,ee8eeeeb,-4466
969,969,0,0,ee8e11b1eeeb114e,1,1,0,1,1,1,1000,4579,125511e3,4693,edeeee58,-4520,edeeee58,-4626
970,970,0,0,edee1255ee5811e3,1,1,0,1,1,1,1000,4759,12e41297,4836,ed59eda6,-4698,ed59eda6,-4775
971,971,0,0,ed5912e4eda61297,1,1,0,1,1,1,1000,4889,136f1319,4975,ecd3ed26,-4826,ecd3ed26,-4909
972,972,0,0,ecd3136fed261319,1,1,0,1,1,1,1000,5016,13e81398,5096,ec5aeca7,-4953,ec5aeca7,-5030
973,973,0,0,ec5a13e8eca71398,1,1,0,1,1,1,1000,5153,144e1421,5198,ebf4ec24,-5084,ebf4ec24,-5132
974,974,0,0,ebf4144eec241421,1,1,0,1,1,1,1000,5219,14871463,5255,ebc1ebdc,-5156,ebc1ebdc,-5183
975,975,0,0,ebc11487ebdc1463,1,1,0,1,1,1,1000,5282,14c514a2,5317,eb7feb9e,-5218,eb7feb9e,-5249
976,976,0,0,eb7f14c5eb9e14a2,1,1,0,1,1,1,1000,5321,14d514c9,5333,eb6aeb7d,-5251,eb6aeb7d,-5270
977,977,0,0,eb6a14d5eb7d14c9,1,1,0,1,1,1,1000,5344,14d414e0,5332,eb6aeb63,-5277,eb6aeb63,-5270
978,978,0,0,eb6a14d4eb6314e0,1,1,0,1,1,1,1000,5327,14eb14cf,5355,eb5aeb74,-5260,eb5aeb74,-5286
979,979,0,0,eb5a14ebeb7414cf,1,1,0,1,1,1,1000,5330,14b014d2,5296,eb93eb71,-5263,eb93eb71,-5229
980,980,0,0,eb9314b0eb7114d2,1,1,0,1,1,1,1000,5263,148a148f,5258,ebbaebb3,-5197,ebbaebb3,-5190
981,981,0,0,ebba148aebb3148f,1,1,0,1,1,1,1000,5224,142e1468,5166,ec16ebdc,-5156,ec16ebdc,-5098
982,982,0,0,ec16142eebdc1468,1,1,0,1,1,1,1000,5131,13e3140b,5091,ec60ec35,-5067,ec60ec35,-5024
983,983,0,0,ec6013e3ec35140b,1,1,0,1,1,1,1000,5006,135f138e,4959,ece3ecb1,-4943,ece3ecb1,-4893
984,984,0,0,ece3135fecb1138e,1,1,0,1,1,1,1000,4920,12e11338,4833,ed5eed09,-4855,ed5eed09,-4770
985,985,0,0,ed5e12e1ed091338,1,1,0,1,1,1,1000,4748,123a128c,4666,ee05edb5,-4683,ee05edb5,-4603
986,986,0,0,ee05123aedb5128c,1,1,0,1,1,1,1000,4590,11b011ee,4528,ee8eee50,-4528,ee8eee50,-4466
987,987,0,0,ee8e11b0ee5011ee,1,1,0,1,1,1,1000,4410,10df113a,4319,ef5bef02,-4350,ef5bef02,-4261
988,988,0,0,ef5b10dfef02113a,1,1,0,1,1,1,1000,4215,100f1077,4111,f02defc2,-4158,f02defc2,-4051
989,989,0,0,f02d100fefc21077,1,1,0,1,1,1,1000,4001,0f340fa1,3892,f104f09b,-3941,f104f09b,-3836
990,990,0,0,f1040f34f09b0fa1,1,1,0,1,1,1,1000,3781,0e5a0ec5,3674,f1dbf172,-3726,f1dbf172,-3621
991,991,0,0,f1db0e5af1720ec5,1,1,0,1,1,1,1000,3537,0d430dd1,3395,f2f0f266,-3482,f2f0f266,-3344
992,992,0,0,f2f00d43f2660dd1,1,1,0,1,1,1,1000,3279,0c4c0ccf,3148,f3e7f363,-3229,f3e7f363,-3097
993,993,0,0,f3e70c4cf3630ccf,1,1,0,1,1,1,1000,3011,0b290bc3,2857,f504f46d,-2963,f504f46d,-2812
994,994,0,0,f5040b29f46d0bc3,1,1,0,1,1,1,1000,2725,0a070aa5,2567,f620f587,-2681,f620f587,-2528
995,995,0,0,f6200a07f5870aa5,1,1,0,1,1,1,1000,2428,08e1097c,2273,f747f6ae,-2386,f747f6ae,-2233
996,996,0,0,f74708e1f6ae097c,1,1,0,1,1,1,1000,2132,07b20854,1970,f874f7d9,-2087,f874f7d9,-1932
997,997,0,0,f87407b2f7d90854,1,1,0,1,1,1,1000,1797,06870705,1671,f99ef91e,-1762,f99ef91e,-1634
998,998,0,0,f99e0687f91e0705,1,1,0,1,1,1,1000,1496,053805d8,1336,fae5fa45,-1467,fae5fa45,-1307
999,999,0,0,fae50538fa4505d8,1,1,0,1,1,1,1000,1191,03fc04a7,1020,fc1ffb76,-1162,fc1ffb76,-993
1000,1000,0,0,fc1f03fcfb7604a7,1,1,0,1,1,1,1000,853,02a10355,673,fd77fcc2,-830,fd77fcc2,-649
1001,1001,0,0,fd7702a1fcc20355,1,1,0,1,1,1,1000,496,015601f0,342,febefe2a,-470,febefe2a,-322
1002,1002,0,0,febe0156fe2a01f0,1,1,0,1,1,1,1000,174,000c00ae,12,0008ff67,-153,0008ff67,8
1003,1003,0,0,0008000cff6700ae,1,1,0,1,1,1,1000,-157,fea9ff63,-343,016400ac,172,016400ac,356
1004,1004,0,0,0164fea900acff63,1,1,0,1,1,1,1000,-481,fd6afe1f,-662,02a001ef,495,02a001ef,672
1005,1005,0,0,02a0fd6a01effe1f,1,1,0,1,1,1,1000,-833,fc2dfcbf,-979,03da0349,841,03da0349,986
1006,1006,0,0,03dafc2d0349fcbf,1,1,0,1,1,1,1000,-1155,fae1fb7d,-1311,0525048e,1166,0525048e,1317
1007,1007,0,0,0525fae1048efb7d,1,1,0,1,1,1,1000,-1490,f99efa2e,-1634,066405d5,1493,066405d5,1636
1008,1008,0,0,0664f99e05d5fa2e,1,1,0,1,1,1,1000,-1784,f85cf908,-1956,07a306f9,1785,07a306f9,1955
1009,1009,0,0,07a3f85c06f9f908,1,1,0,1,1,1,1000,-2110,f72ef7c2,-2258,08ce083d,2109,08ce083d,2254
1010,1010,0,0,08cef72e083df7c2,1,1,0,1,1,1,1000,-2418,f606f68e,-2554,09f2096c,2412,09f2096c,2546
1011,1011,0,0,09f2f606096cf68e,1,1,0,1,1,1,1000,-2716,f4c9f564,-2871,0b2e0a94,2708,0b2e0a94,2862
1012,1012,0,0,0b2ef4c90a94f564,1,1,0,1,1,1,1000,-2987,f3d3f455,-3117,0c250ba1,2977,0c250ba1,3109
1013,1013,0,0,0c25f3d30ba1f455,1,1,0,1,1,1,1000,-3252,f2b8f34c,-3400,0d3c0ca8,3240,0d3c0ca8,3388
1014,1014,0,0,0d3cf2b80ca8f34c,1,1,0,1,1,1,1000,-3521,f1cdf23f,-3635,0e240db0,3504,0e240db0,3620
1015,1015,0,0,0e24f1cd0db0f23f,1,1,0,1,1,1,1000,-3750,f0f7f15a,-3849,0ef80e97,3735,0ef80e97,3832
1016,1016,0,0,0ef8f0f70e97f15a,1,1,0,1,1,1,1000,-3999,f00ff061,-4081,0fde0f88,3976,0fde0f88,4062
1017,1017,0,0,0fdef00f0f88f061,1,1,0,1,1,1,1000,-4202,ef35ef96,-4299,10b31054,4180,10b31054,4275
1018,1018,0,0,10b3ef351054ef96,1,1,0,1,1,1,1000,-4411,ee67eec5,-4505,117e1124,4388,117e1124,4478
1019,1019,0,0,117eee671124eec5,1,1,0,1,1,1,1000,-4566,edd2ee2a,-4654,121511bd,4541,121511bd,4629
1020,1020,0,0,1215edd211bdee2a,1,1,0,1,1,1,1000,-4739,ed37ed7d,-4809,12af1265,4709,12af1265,4783
1021,1021,0,0,12afed371265ed7d,1,1,0,1,1,1,1000,-4880,ecafecf0,-4945,133312f4,4852,133312f4,4915
1022,1022,0,0,1333ecaf12f4ecf0,1,1,0,1,1,1,1000,-4996,ec43ec7c,-5053,139e1368,4968,139e1368,5022
1023,1023,0,0,139eec431368ec7c,1,1,0,1,1,1,1000,-5093,ebf0ec1b,-5136,13f313c4,5060,13f313c4,5107
